,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,ENCODED_JOB,ENCODED_MARITAL,ENCODED_EDUCATION,ENCODED_DEFAULT,ENCODED_HOUSING,ENCODED_CONTACT,ENCODED_POUTCOME,ENCODED_MONTHS,ENCODED_LOAN,ENCODED_Y,SCALLED_AGE,SCALED_BALANCE,SCALLED_DAY,SCALED_DURATION,SCALED_CAMPAIGN,SCALED_PDAYS,SCALLED_PREVIOUS
11,36,unemployed,married,tertiary,no,7222.0,yes,no,cellular,4,nov,116.0,4.0,154.0,1,failure,no,11,1,3,0,1,0,0,11,0,0,2.51219512195122,1.8906352982329797,0.6000000000000001,-0.5386880647988898,0.415917271657578,1.1288637472694631,-0.5675675675675675
12,41,bluecollar,married,primary,no,33.0,yes,yes,cellular,30,jul,125.0,5.0,-1.0,0,unknown,no,2,1,1,0,1,0,2,7,1,0,3.487804878048781,-0.4168445448440311,14.466666666666667,-0.5054185811101355,0.7523022711394131,-0.4187180770561017,-1.0
13,40,entrepreneur,married,tertiary,no,1089.0,yes,yes,unknown,13,may,195.0,5.0,-1.0,0,unknown,no,3,1,3,0,1,2,2,5,1,0,3.2926829268292686,-0.07789633030941943,5.4,-0.2466559301976025,0.7523022711394131,-0.4187180770561017,-1.0
14,59,management,married,secondary,no,1083.0,no,no,cellular,20,nov,125.0,2.0,-1.0,0,unknown,no,5,1,2,0,0,0,2,11,0,0,7.0,-0.079822172437457,9.133333333333333,-0.5054185811101355,-0.256852727306092,-0.4187180770561017,-1.0
15,38,technician,married,tertiary,no,3234.0,no,no,cellular,18,nov,578.0,2.0,-1.0,0,unknown,yes,10,1,3,0,0,0,2,11,0,1,2.9024390243902447,0.6105922304640106,8.066666666666666,1.1691454312238279,-0.256852727306092,-0.4187180770561017,-1.0
16,56,bluecollar,married,primary,no,0.0,yes,no,cellular,17,jul,82.0,1.0,-1.0,0,unknown,no,2,1,1,0,1,0,2,7,0,0,6.414634146341465,-0.4274366765482377,7.533333333333333,-0.6643727809564057,-0.5932377267879271,-0.4187180770561017,-1.0
17,52,bluecollar,single,primary,no,0.0,no,no,cellular,15,jul,131.0,2.0,-1.0,0,unknown,no,2,2,1,0,0,0,2,7,0,0,5.634146341463415,-0.4274366765482377,6.466666666666667,-0.48323892531763263,-0.256852727306092,-0.4187180770561017,-1.0
18,36,technician,married,secondary,no,594.0,no,yes,cellular,4,aug,230.0,3.0,-1.0,0,unknown,no,10,1,2,0,0,0,2,8,1,0,2.51219512195122,-0.23677830587251864,0.6000000000000001,-0.11727460474133602,0.07953227217574302,-0.4187180770561017,-1.0
19,30,admin,single,secondary,no,28.0,no,no,unknown,20,aug,107.0,1.0,-1.0,0,unknown,no,1,2,2,0,0,2,2,8,0,0,1.3414634146341466,-0.4184494132840624,9.133333333333333,-0.5719575484876439,-0.5932377267879271,-0.4187180770561017,-1.0
20,42,technician,married,secondary,no,3501.0,no,no,cellular,28,aug,23.0,22.0,-1.0,0,unknown,no,10,1,2,0,0,0,2,8,0,0,3.6829268292682933,0.6962922051616823,13.4,-0.8824727295826835,6.470847262330609,-0.4187180770561017,-1.0
21,40,technician,divorced,secondary,no,0.0,no,no,cellular,7,aug,674.0,2.0,-1.0,0,unknown,yes,10,0,2,0,0,0,2,8,0,1,3.2926829268292686,-0.4274366765482377,2.2,1.524019923903873,-0.256852727306092,-0.4187180770561017,-1.0
22,27,bluecollar,married,primary,no,60.0,yes,no,unknown,3,jun,550.0,1.0,-1.0,0,unknown,no,2,1,1,0,1,2,2,6,0,0,0.7560975609756104,-0.40817825526786206,0.06666666666666687,1.0656403708588147,-0.5932377267879271,-0.4187180770561017,-1.0
23,53,housemaid,married,primary,no,0.0,no,no,cellular,8,oct,148.0,1.0,-1.0,0,unknown,no,4,1,1,0,0,0,2,10,0,0,5.829268292682928,-0.4274366765482377,2.7333333333333334,-0.42039656723887464,-0.5932377267879271,-0.4187180770561017,-1.0
24,38,services,single,secondary,no,322.0,yes,no,unknown,26,may,61.0,1.0,-1.0,0,unknown,no,8,2,2,0,1,2,2,5,0,0,2.9024390243902447,-0.32408314901022167,12.333333333333334,-0.7420015762301656,-0.5932377267879271,-0.4187180770561017,-1.0
25,47,technician,divorced,secondary,no,0.0,yes,no,cellular,21,nov,262.0,1.0,-1.0,0,unknown,no,10,0,2,0,1,0,2,11,0,0,4.658536585365855,-0.4274366765482377,9.666666666666666,0.0010168928186790474,-0.5932377267879271,-0.4187180770561017,-1.0
27,30,management,single,tertiary,no,485.0,yes,no,cellular,21,nov,89.0,2.0,-1.0,0,unknown,no,5,2,3,0,1,0,2,11,0,0,1.3414634146341466,-0.2717644378652011,9.666666666666666,-0.6384965158651524,-0.256852727306092,-0.4187180770561017,-1.0
28,47,bluecollar,married,secondary,no,1875.0,yes,no,cellular,14,jul,157.0,3.0,-1.0,0,unknown,no,2,1,2,0,1,0,2,7,0,0,4.658536585365855,0.17438898846350176,5.933333333333334,-0.3871270835501204,0.07953227217574302,-0.4187180770561017,-1.0
29,30,bluecollar,single,secondary,no,161.0,no,yes,telephone,8,sep,298.0,3.0,-1.0,0,unknown,yes,2,2,2,0,0,1,2,9,1,1,1.3414634146341466,-0.37575991277922965,2.7333333333333334,0.134094827573696,0.07953227217574302,-0.4187180770561017,-1.0
30,27,services,married,secondary,no,221.0,no,yes,cellular,7,jul,554.0,1.0,-1.0,0,unknown,no,8,1,2,0,0,0,2,7,1,0,0.7560975609756104,-0.356501491498854,2.2,1.0804268080538166,-0.5932377267879271,-0.4187180770561017,-1.0
31,30,technician,married,tertiary,no,91.0,no,no,cellular,10,jul,363.0,2.0,-1.0,0,unknown,no,10,1,3,0,0,0,2,7,0,0,1.3414634146341466,-0.39822807093966794,3.8,0.3743744319924766,-0.256852727306092,-0.4187180770561017,-1.0
32,53,services,divorced,secondary,no,0.0,yes,no,unknown,28,may,213.0,1.0,-1.0,0,unknown,no,8,0,2,0,1,2,2,5,0,0,5.829268292682928,-0.4274366765482377,13.4,-0.180116962820094,-0.5932377267879271,-0.4187180770561017,-1.0
33,39,technician,married,secondary,no,0.0,yes,no,cellular,16,apr,137.0,1.0,300.0,1,failure,no,10,1,2,0,1,0,0,4,0,0,3.097560975609757,-0.4274366765482377,7.0,-0.4610592695251298,-0.5932377267879271,2.5865859817954795,-0.5675675675675675
34,28,student,single,secondary,no,949.0,yes,no,unknown,28,may,1730.0,1.0,-1.0,0,unknown,yes,9,2,2,0,1,2,2,5,0,1,0.9512195121951228,-0.12283264663029597,13.4,5.427639343384371,-0.5932377267879271,-0.4187180770561017,-1.0
35,28,services,divorced,secondary,no,356.0,no,no,cellular,28,jan,296.0,1.0,-1.0,0,unknown,no,8,0,2,0,0,0,2,1,0,0,0.9512195121951228,-0.31317004361800876,13.4,0.12670160897619506,-0.5932377267879271,-0.4187180770561017,-1.0
36,29,bluecollar,single,secondary,no,555.0,yes,no,cellular,15,may,133.0,4.0,-1.0,0,unknown,no,2,2,2,0,1,0,2,5,0,0,1.1463414634146352,-0.24929627970476284,6.466666666666667,-0.4758457067201317,0.415917271657578,-0.4187180770561017,-1.0
37,57,technician,married,secondary,no,1741.0,no,no,cellular,23,jul,364.0,2.0,-1.0,0,unknown,no,10,1,2,0,0,0,2,7,0,0,6.609756097560977,0.13137851427066277,10.733333333333333,0.3780710412912271,-0.256852727306092,-0.4187180770561017,-1.0
38,60,management,married,tertiary,no,3029.0,no,no,cellular,28,aug,26.0,9.0,-1.0,0,unknown,no,5,1,3,0,0,0,2,8,0,0,7.195121951219512,0.544792624422727,13.4,-0.8713829016864321,2.097842269066753,-0.4187180770561017,-1.0
39,51,retired,married,secondary,no,2127.0,yes,no,unknown,5,may,172.0,1.0,-1.0,0,unknown,no,6,1,2,0,1,2,2,5,0,0,5.439024390243903,0.25527435784107955,1.1333333333333333,-0.3316779440688633,-0.5932377267879271,-0.4187180770561017,-1.0
41,25,management,single,tertiary,no,222.0,no,no,cellular,27,may,114.0,1.0,-1.0,0,unknown,no,5,2,3,0,0,0,2,5,0,0,0.3658536585365857,-0.35618051781084775,12.866666666666667,-0.5460812833963906,-0.5932377267879271,-0.4187180770561017,-1.0
42,47,technician,married,primary,no,1280.0,no,no,cellular,8,may,51.0,1.0,-1.0,0,unknown,no,10,1,1,0,0,0,2,5,0,0,4.658536585365855,-0.016590355900223567,2.7333333333333334,-0.7789676692176704,-0.5932377267879271,-0.4187180770561017,-1.0
44,42,bluecollar,married,primary,no,1520.0,yes,no,cellular,5,feb,115.0,1.0,-1.0,0,unknown,no,2,1,1,0,1,0,2,2,0,0,3.6829268292682933,0.06044332922127908,1.1333333333333333,-0.5423846740976401,-0.5932377267879271,-0.4187180770561017,-1.0
45,30,services,married,secondary,no,52.0,yes,yes,cellular,11,may,295.0,1.0,-1.0,0,unknown,no,8,1,2,0,1,0,2,5,1,0,1.3414634146341466,-0.4107460447719121,4.333333333333333,0.12300499967744459,-0.5932377267879271,-0.4187180770561017,-1.0
46,49,management,married,tertiary,no,3840.0,yes,no,unknown,15,may,146.0,4.0,-1.0,0,unknown,no,5,1,3,0,1,2,2,5,0,0,5.048780487804878,0.8051022853958048,6.466666666666667,-0.42778978583637556,0.415917271657578,-0.4187180770561017,-1.0
47,28,management,single,tertiary,no,282.0,yes,no,unknown,26,jun,301.0,4.0,-1.0,0,unknown,no,5,2,3,0,1,2,2,6,0,0,0.9512195121951228,-0.3369220965304721,12.333333333333334,0.1451846554699474,0.415917271657578,-0.4187180770561017,-1.0
48,57,technician,married,secondary,no,28.0,yes,no,cellular,8,may,163.0,1.0,358.0,1,failure,no,10,1,2,0,1,0,0,5,0,0,6.609756097560977,-0.4184494132840624,2.7333333333333334,-0.36494742775761757,-0.5932377267879271,3.1656811160592393,-0.5675675675675675
49,20,student,single,secondary,no,130.0,no,no,telephone,4,may,75.0,3.0,-1.0,0,unknown,no,9,2,2,0,0,1,2,5,0,0,-0.6097560975609753,-0.38571009710742377,0.6000000000000001,-0.690249046047659,0.07953227217574302,-0.4187180770561017,-1.0
50,43,bluecollar,married,primary,no,1518.0,no,no,cellular,17,jun,94.0,6.0,-1.0,0,unknown,no,2,1,1,0,0,0,2,6,0,0,3.8780487804878057,0.059801381845266566,7.533333333333333,-0.6200134693714,1.088687270621248,-0.4187180770561017,-1.0
51,58,technician,married,secondary,no,99.0,no,no,telephone,22,sep,396.0,2.0,-1.0,0,unknown,yes,10,1,2,0,0,1,2,9,0,1,6.804878048780489,-0.3956602814356179,10.2,0.49636253885124215,-0.256852727306092,-0.4187180770561017,-1.0
52,36,services,single,primary,no,183.0,no,no,unknown,12,jun,167.0,5.0,-1.0,0,unknown,no,8,2,1,0,0,2,2,6,0,0,2.51219512195122,-0.36869849164309193,4.866666666666667,-0.3501609905626157,0.7523022711394131,-0.4187180770561017,-1.0
53,50,bluecollar,married,primary,no,0.0,yes,no,unknown,20,jun,61.0,2.0,-1.0,0,unknown,no,2,1,1,0,1,2,2,6,0,0,5.2439024390243905,-0.4274366765482377,9.133333333333333,-0.7420015762301656,-0.256852727306092,-0.4187180770561017,-1.0
54,34,technician,single,secondary,no,347.0,yes,no,cellular,6,feb,154.0,2.0,197.0,6,failure,no,10,2,2,0,1,0,0,2,0,0,2.121951219512196,-0.31605880681006515,1.666666666666667,-0.3982169114463718,-0.256852727306092,1.558192898533975,1.5945945945945947
55,52,technician,married,secondary,no,272.0,no,yes,cellular,17,jul,53.0,1.0,-1.0,0,unknown,no,10,1,2,0,0,0,2,7,1,0,5.634146341463415,-0.3401318334105347,7.533333333333333,-0.7715744506201694,-0.5932377267879271,-0.4187180770561017,-1.0
56,47,management,divorced,tertiary,no,1149.0,no,yes,cellular,15,jul,82.0,2.0,-1.0,0,unknown,no,5,0,3,0,0,0,2,7,1,0,4.658536585365855,-0.05863790902904376,6.466666666666667,-0.6643727809564057,-0.256852727306092,-0.4187180770561017,-1.0
57,51,management,married,tertiary,no,0.0,no,no,cellular,6,feb,470.0,2.0,9.0,2,unknown,no,5,1,3,0,0,0,2,2,0,0,5.439024390243903,-0.4274366765482377,1.666666666666667,0.769911626958777,-0.256852727306092,-0.31887408838993625,-0.1351351351351351
58,34,technician,single,secondary,no,705.0,yes,yes,unknown,19,may,1203.0,3.0,-1.0,0,unknown,no,10,2,2,0,1,2,2,5,1,0,2.121951219512196,-0.20115022650382366,8.6,3.4795262429428724,0.07953227217574302,-0.4187180770561017,-1.0
59,35,management,single,tertiary,no,385.0,yes,no,cellular,29,aug,168.0,2.0,-1.0,0,unknown,no,5,2,3,0,1,0,2,8,0,0,2.3170731707317076,-0.3038618066658272,13.933333333333334,-0.3464643812638652,-0.256852727306092,-0.4187180770561017,-1.0
60,33,services,single,secondary,no,1038.0,no,yes,unknown,3,jul,108.0,1.0,-1.0,0,unknown,no,8,2,2,0,0,2,2,7,1,0,1.9268292682926838,-0.09426598839773874,0.06666666666666687,-0.5682609391888934,-0.5932377267879271,-0.4187180770561017,-1.0
61,36,entrepreneur,married,secondary,no,1163.0,yes,no,cellular,18,may,420.0,7.0,363.0,1,failure,no,3,1,2,0,1,0,0,5,0,0,2.51219512195122,-0.05414427739695611,8.066666666666666,0.5850811620212535,1.425072270103083,3.2156031103923217,-0.5675675675675675
62,59,management,married,tertiary,no,3342.0,no,no,cellular,18,mar,467.0,2.0,188.0,6,unknown,yes,5,1,3,0,0,0,2,3,0,1,7.0,0.6452573887686868,8.066666666666666,0.7588217990625256,-0.256852727306092,1.468333308734426,1.5945945945945947
63,34,management,married,tertiary,no,3050.0,yes,no,cellular,13,may,469.0,1.0,-1.0,0,unknown,yes,5,1,3,0,1,0,2,5,0,1,2.121951219512196,0.5515330718708585,5.4,0.7662150176600265,-0.5932377267879271,-0.4187180770561017,-1.0
65,53,bluecollar,married,primary,no,0.0,no,no,cellular,7,jul,114.0,1.0,-1.0,0,unknown,no,2,1,1,0,0,0,2,7,0,0,5.829268292682928,-0.4274366765482377,2.2,-0.5460812833963906,-0.5932377267879271,-0.4187180770561017,-1.0
67,45,services,married,secondary,no,0.0,yes,yes,unknown,23,may,268.0,1.0,-1.0,0,unknown,no,8,1,2,0,1,2,2,5,1,0,4.26829268292683,-0.4274366765482377,10.733333333333333,0.023196548611181873,-0.5932377267879271,-0.4187180770561017,-1.0
68,54,bluecollar,married,primary,no,1849.0,no,no,cellular,12,aug,127.0,4.0,-1.0,0,unknown,no,2,1,1,0,0,0,2,8,0,0,6.02439024390244,0.16604367257533897,4.866666666666667,-0.4980253625126345,0.415917271657578,-0.4187180770561017,-1.0
69,54,retired,married,secondary,no,1851.0,no,no,unknown,11,jun,296.0,3.0,-1.0,0,unknown,no,6,1,2,0,0,2,2,6,0,0,6.02439024390244,0.1666856199513515,4.333333333333333,0.12670160897619506,0.07953227217574302,-0.4187180770561017,-1.0
70,36,bluecollar,single,secondary,no,507.0,yes,no,cellular,22,may,210.0,1.0,-1.0,0,unknown,no,2,2,2,0,1,0,2,5,0,0,2.51219512195122,-0.2647030167290634,10.2,-0.19120679071634544,-0.5932377267879271,-0.4187180770561017,-1.0
71,56,management,single,secondary,no,237.0,yes,no,telephone,9,jul,236.0,4.0,-1.0,0,unknown,no,5,2,2,0,1,1,2,7,0,0,6.414634146341465,-0.35136591249075383,3.2666666666666666,-0.09509494894883319,0.415917271657578,-0.4187180770561017,-1.0
72,24,technician,single,secondary,no,2355.0,yes,no,unknown,17,jun,158.0,3.0,-1.0,0,unknown,no,10,2,2,0,1,2,2,6,0,0,0.1707317073170742,0.3284563587065071,7.533333333333333,-0.38343047425136995,0.07953227217574302,-0.4187180770561017,-1.0
73,59,management,married,tertiary,no,1831.0,no,no,cellular,17,feb,122.0,1.0,92.0,1,failure,no,5,1,3,0,0,0,0,2,0,0,7.0,0.16026614619122628,7.533333333333333,-0.5165084090063868,-0.5932377267879271,0.5098310175392372,-0.5675675675675675
74,28,technician,married,secondary,no,448.0,yes,no,cellular,11,may,188.0,2.0,346.0,3,unknown,no,10,1,2,0,1,0,2,5,0,0,0.9512195121951228,-0.28364046432143275,4.333333333333333,-0.2725321952888558,-0.256852727306092,3.045868329659841,0.29729729729729737
75,45,housemaid,single,primary,no,959.0,yes,no,telephone,6,feb,156.0,2.0,-1.0,0,unknown,no,4,2,1,0,1,1,2,2,0,0,4.26829268292683,-0.11962290975023336,1.666666666666667,-0.39082369284887086,-0.256852727306092,-0.4187180770561017,-1.0
76,27,technician,married,secondary,no,130.0,yes,no,cellular,7,may,265.0,3.0,-1.0,0,unknown,no,10,1,2,0,1,0,2,5,0,0,0.7560975609756104,-0.38571009710742377,2.2,0.01210672071493046,0.07953227217574302,-0.4187180770561017,-1.0
77,33,services,single,tertiary,no,0.0,no,no,cellular,29,jan,692.0,2.0,-1.0,0,unknown,yes,8,2,3,0,0,0,2,1,0,1,1.9268292682926838,-0.4274366765482377,13.933333333333334,1.5905588912813815,-0.256852727306092,-0.4187180770561017,-1.0
78,33,entrepreneur,married,tertiary,no,87.0,yes,yes,cellular,21,nov,141.0,4.0,-1.0,0,unknown,no,3,1,3,0,1,0,2,11,1,0,1.9268292682926838,-0.399511965691693,9.666666666666666,-0.44627283233012793,0.415917271657578,-0.4187180770561017,-1.0
79,58,entrepreneur,married,primary,no,1153.0,yes,yes,telephone,12,may,206.0,6.0,337.0,6,failure,no,3,1,1,0,1,1,0,5,1,0,6.804878048780489,-0.05735401427701872,4.866666666666667,-0.20599322791134733,1.088687270621248,2.956008739860292,1.5945945945945947
81,33,admin,single,secondary,no,1834.0,yes,no,cellular,21,nov,11.0,2.0,-1.0,0,unknown,no,1,2,2,0,1,0,2,11,0,0,1.9268292682926838,0.16122906725524505,9.666666666666666,-0.9268320411676891,-0.256852727306092,-0.4187180770561017,-1.0
82,28,technician,single,secondary,no,1417.0,yes,no,unknown,28,may,491.0,1.0,-1.0,0,unknown,no,10,2,2,0,1,2,2,5,0,0,0.9512195121951228,0.027383039356634196,13.4,0.8475404222325369,-0.5932377267879271,-0.4187180770561017,-1.0
83,42,management,married,tertiary,no,4.0,yes,no,cellular,17,jul,795.0,1.0,-1.0,0,unknown,yes,5,1,3,0,1,0,2,7,0,1,3.6829268292682933,-0.4261527817962127,7.533333333333333,1.9713096490526802,-0.5932377267879271,-0.4187180770561017,-1.0
84,44,bluecollar,married,secondary,no,1311.0,yes,no,cellular,13,may,184.0,1.0,364.0,1,failure,no,2,1,2,0,1,0,0,5,0,0,4.073170731707318,-0.006640171572029474,5.4,-0.2873186324838577,-0.5932377267879271,3.2255875092589386,-0.5675675675675675
85,25,bluecollar,married,secondary,no,758.0,yes,no,unknown,28,may,504.0,3.0,-1.0,0,unknown,no,2,1,2,0,1,2,2,5,0,0,0.3658536585365857,-0.18413862103949183,13.4,0.895596343116293,0.07953227217574302,-0.4187180770561017,-1.0
86,58,unemployed,married,tertiary,no,1333.0,no,no,cellular,1,oct,278.0,1.0,-1.0,0,unknown,no,11,1,3,0,0,0,2,10,0,0,6.804878048780489,0.00042124956410826873,-0.9999999999999999,0.06016264159868658,-0.5932377267879271,-0.4187180770561017,-1.0
87,28,management,single,tertiary,no,1837.0,yes,no,telephone,31,jul,49.0,3.0,-1.0,0,unknown,no,5,2,3,0,1,1,2,7,0,0,0.9512195121951228,0.16219198831926385,14.999999999999998,-0.7863608878151712,0.07953227217574302,-0.4187180770561017,-1.0
88,47,management,married,tertiary,no,434.0,no,no,cellular,12,aug,111.0,4.0,-1.0,0,unknown,no,5,1,3,0,0,0,2,8,0,0,4.658536585365855,-0.2881340959535204,4.866666666666667,-0.5571711112926421,0.415917271657578,-0.4187180770561017,-1.0
89,44,bluecollar,married,secondary,no,261.0,yes,no,unknown,19,may,87.0,5.0,-1.0,0,unknown,no,2,1,2,0,1,2,2,5,0,0,4.073170731707318,-0.3436625439786036,8.6,-0.6458897344626534,0.7523022711394131,-0.4187180770561017,-1.0
90,41,admin,married,secondary,no,338.0,yes,no,unknown,16,may,121.0,1.0,-1.0,0,unknown,no,1,1,2,0,1,2,2,5,0,0,3.487804878048781,-0.3189475700021215,7.0,-0.5202050183051373,-0.5932377267879271,-0.4187180770561017,-1.0
91,56,management,married,tertiary,no,334.0,yes,no,unknown,15,may,127.0,2.0,-1.0,0,unknown,no,5,1,3,0,1,2,2,5,0,0,6.414634146341465,-0.32023146475414654,6.466666666666667,-0.4980253625126345,-0.256852727306092,-0.4187180770561017,-1.0
92,58,management,married,primary,no,4850.0,no,no,cellular,7,jul,179.0,2.0,-1.0,0,unknown,no,5,1,1,0,0,0,2,7,0,0,6.804878048780489,1.1292857102821285,2.2,-0.30580167897761,-0.256852727306092,-0.4187180770561017,-1.0
93,31,management,single,tertiary,no,949.0,yes,no,cellular,28,jul,52.0,7.0,-1.0,0,unknown,no,5,2,3,0,1,0,2,7,0,0,1.536585365853659,-0.12283264663029597,13.4,-0.7752710599189199,1.425072270103083,-0.4187180770561017,-1.0
94,52,management,married,primary,no,324.0,no,no,cellular,9,jul,81.0,1.0,-1.0,0,unknown,no,5,1,1,0,0,0,2,7,0,0,5.634146341463415,-0.32344120163420914,3.2666666666666666,-0.6680693902551562,-0.5932377267879271,-0.4187180770561017,-1.0
96,46,technician,married,secondary,no,57.0,no,no,unknown,28,may,796.0,1.0,-1.0,0,unknown,yes,10,1,2,0,0,2,2,5,0,1,4.463414634146343,-0.40914117633188085,13.4,1.9750062583514307,-0.5932377267879271,-0.4187180770561017,-1.0
97,53,selfemployed,married,tertiary,no,167.0,yes,no,cellular,7,may,84.0,1.0,343.0,1,unknown,no,7,1,3,0,1,0,2,5,0,0,5.829268292682928,-0.3738340706511921,2.2,-0.6569795623589048,-0.5932377267879271,3.015915133059991,-0.5675675675675675
98,31,admin,single,secondary,no,430.0,yes,no,cellular,15,apr,103.0,2.0,-1.0,0,unknown,no,1,2,2,0,1,0,2,4,0,0,1.536585365853659,-0.28941799070554547,6.466666666666667,-0.5867439856826459,-0.256852727306092,-0.4187180770561017,-1.0
99,32,bluecollar,single,primary,no,882.0,no,yes,cellular,29,jul,80.0,8.0,-1.0,0,unknown,no,2,2,1,0,0,0,2,7,1,0,1.7317073170731714,-0.14433788372671547,13.933333333333334,-0.6717659995539067,1.761457269584918,-0.4187180770561017,-1.0
100,49,services,married,secondary,yes,0.0,no,no,cellular,29,jul,234.0,5.0,-1.0,0,unknown,no,8,1,2,1,0,0,2,7,0,0,5.048780487804878,-0.4274366765482377,13.933333333333334,-0.10248816754633414,0.7523022711394131,-0.4187180770561017,-1.0
101,44,admin,married,secondary,no,238.0,yes,yes,unknown,2,jun,306.0,4.0,-1.0,0,unknown,no,1,1,2,0,1,2,2,6,1,0,4.073170731707318,-0.35104493880274756,-0.46666666666666656,0.16366770196369976,0.415917271657578,-0.4187180770561017,-1.0
102,46,bluecollar,married,primary,no,580.0,yes,no,telephone,4,feb,30.0,2.0,-1.0,0,unknown,no,2,1,1,0,1,1,2,2,0,0,4.463414634146343,-0.2412719375046063,0.6000000000000001,-0.8565964644914302,-0.256852727306092,-0.4187180770561017,-1.0
103,24,services,single,tertiary,no,1385.0,yes,no,unknown,28,may,1277.0,2.0,-1.0,0,unknown,no,8,2,3,0,1,2,2,5,0,0,0.1707317073170742,0.017111881340433843,13.4,3.753075331050407,-0.256852727306092,-0.4187180770561017,-1.0
104,56,bluecollar,married,primary,no,284.0,no,yes,telephone,3,feb,124.0,4.0,204.0,4,failure,no,2,1,1,0,0,1,0,2,1,0,6.414634146341465,-0.3362801491544596,0.06666666666666687,-0.509115190408886,0.415917271657578,1.628083690600291,0.7297297297297298
106,60,housemaid,married,primary,no,161.0,no,no,unknown,6,jun,183.0,1.0,-1.0,0,unknown,no,4,1,1,0,0,2,2,6,0,0,7.195121951219512,-0.37575991277922965,1.666666666666667,-0.2910152417826081,-0.5932377267879271,-0.4187180770561017,-1.0
107,42,management,married,tertiary,no,199.0,yes,no,cellular,9,jul,497.0,1.0,-1.0,0,unknown,no,5,1,3,0,1,0,2,7,0,0,3.6829268292682933,-0.36356291263499174,3.2666666666666666,0.8697200780250397,-0.5932377267879271,-0.4187180770561017,-1.0
108,43,management,single,secondary,no,2968.0,no,no,unknown,20,jun,30.0,4.0,-1.0,0,unknown,no,5,2,2,0,0,2,2,6,0,0,3.8780487804878057,0.5252132294543451,9.133333333333333,-0.8565964644914302,0.415917271657578,-0.4187180770561017,-1.0
